budget,genres,homepage,id,keywords,overview,popularity,production_companies,production_countries,release_date,revenue,runtime,title,vote_average,vote_count
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 27, ""name"": ""Horror""}, {""id"": 80, ""name"": ""Crime""}]",http://robzombie.com/movies/the-devils-rejects/,1696,"[{""id"": 625, ""name"": ""sadistic""}, {""id"": 627, ""name"": ""killing""}, {""id"": 657, ""name"": ""fire""}, {""id"": 798, ""name"": ""sheriff""}, {""id"": 801, ""name"": ""bounty hunter""}, {""id"": 2150, ""name"": ""cocaine""}, {""id"": 2669, ""name"": ""motel""}, {""id"": 3598, ""name"": ""ax""}, {""id"": 4426, ""name"": ""sadism""}, {""id"": 6259, ""name"": ""psychopath""}, {""id"": 7312, ""name"": ""road trip""}, {""id"": 9663, ""name"": ""sequel""}, {""id"": 9826, ""name"": ""murder""}, {""id"": 10022, ""name"": ""rampage""}, {""id"": 10371, ""name"": ""antisocial personality disorder""}, {""id"": 10714, ""name"": ""serial killer""}, {""id"": 10950, ""name"": ""shootout""}, {""id"": 13006, ""name"": ""torture""}, {""id"": 13092, ""name"": ""corpse""}, {""id"": 13125, ""name"": ""sadist""}, {""id"": 14687, ""name"": ""extreme violence""}, {""id"": 14707, ""name"": ""brutality""}, {""id"": 14805, ""name"": ""maniac""}, {""id"": 14819, ""name"": ""violence""}, {""id"": 14831, ""name"": ""stabbing""}, {""id"": 17987, ""name"": ""killing spree""}, {""id"": 18320, ""name"": ""held at gunpoint""}, {""id"": 34117, ""name"": ""cult film""}, {""id"": 157560, ""name"": ""roadkill""}, {""id"": 162810, ""name"": ""macabre""}, {""id"": 165288, ""name"": ""misogynist""}, {""id"": 167043, ""name"": ""road movie""}, {""id"": 176691, ""name"": ""killer clown""}, {""id"": 188186, ""name"": ""painted face""}, {""id"": 191327, ""name"": ""evil clown""}, {""id"": 206642, ""name"": ""homicidal maniac""}, {""id"": 212406, ""name"": ""sadistic horror""}]","The sequel to House of 1000 Corpses – the Firefly family are ambushed at their isolated home by Sheriff Wydell and a squad of armed men guns blazing – yet only Otis and his sister, Baby, manage to escape the barrage of bullets unharmed. Hiding out in a backwater motel, the wanted siblings wait to rendezvous with their errant father, Captain Spaulding, killing whoever happens to stand in their way.",16.754452,"[{""name"": ""Lions Gate Films"", ""id"": 35}, {""name"": ""Cinerenta Medienbeteiligungs KG"", ""id"": 995}, {""name"": ""Firm Films"", ""id"": 1838}, {""name"": ""Cinelamda Internationale Filmproduktionsgesellschaft"", ""id"": 45966}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",22/07/2005,0,107,The Devil's Rejects,6.6,322
7000,"[{""id"": 80, ""name"": ""Crime""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 35, ""name"": ""Comedy""}]",http://www.youaredope.com/,308639,"[{""id"": 387, ""name"": ""california""}, {""id"": 898, ""name"": ""hip-hop""}, {""id"": 2463, ""name"": ""harvard university""}, {""id"": 5800, ""name"": ""geek""}, {""id"": 10683, ""name"": ""coming of age""}, {""id"": 13130, ""name"": ""teenager""}, {""id"": 14964, ""name"": ""drug""}, {""id"": 33910, ""name"": ""high school student""}]","Malcolm is carefully surviving life in a tough neighborhood in Los Angeles while juggling college applications, academic interviews, and the SAT. A chance invitation to an underground party leads him into an adventure that could allow him to go from being a geek, to being dope, to ultimately being himself.",29.761163,"[{""name"": ""Forest Whitaker's Significant Productions"", ""id"": 14638}, {""name"": ""Revolt Films"", ""id"": 15495}, {""name"": ""IamOTHER Entertainment"", ""id"": 58445}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",19/06/2015,17986781,103,Dope,7.2,691
70000,"[{""id"": 27, ""name"": ""Horror""}]",http://robzombie.com/movies/house-of-1000-corpses/,2662,"[{""id"": 213, ""name"": ""upper class""}, {""id"": 3335, ""name"": ""halloween""}, {""id"": 6259, ""name"": ""psychopath""}, {""id"": 9955, ""name"": ""urban legend""}, {""id"": 14751, ""name"": ""youth""}, {""id"": 161270, ""name"": ""satanic ritual""}]",Two teenage couples traveling across the backwoods of Texas searching for urban legends of serial killers end up as prisoners of a bizarre and sadistic backwater family of serial killers.,19.301432,"[{""name"": ""Universal Pictures"", ""id"": 33}, {""name"": ""Spectacle Entertainment Group"", ""id"": 10370}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",11/04/2003,16829545,89,House of 1000 Corpses,6,306
70000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",http://www.foxsearchlight.com/cyrus/,39053,"[{""id"": 171993, ""name"": ""mumblecore""}]","With John's social life at a standstill and his ex-wife about to get remarried, a down on his luck divorcée finally meets the woman of his dreams, only to discover she has another man in her life - her son. Before long, the two are locked in a battle of wits for the woman they both love-and it appears only one man can be left standing when it's over.",15.212569,"[{""name"": ""Scott Free Productions"", ""id"": 1645}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",18/06/2010,0,91,Cyrus,6.1,133
0,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 10751, ""name"": ""Family""}]",http://www.thechristmascandlemovie.com/,226354,"[{""id"": 290, ""name"": ""angel""}, {""id"": 2618, ""name"": ""miracle""}, {""id"": 5331, ""name"": ""village""}, {""id"": 5950, ""name"": ""christian""}, {""id"": 15224, ""name"": ""candle""}, {""id"": 207317, ""name"": ""christmas""}]","Deep in the heart of the English countryside lies the enchanting village of Gladbury. Legend has it every 25 years an angel visits the village candlemaker and touches a single candle. Whoever lights this candle receives a miracle on Christmas Eve. But in 1890, at the dawn of the electric age, this centuries old legend may come to an end.",1.799504,"[{""name"": ""Impact Productions LLC"", ""id"": 10283}, {""name"": ""Pinewood Studios"", ""id"": 19404}, {""name"": ""Big Book Media"", ""id"": 36988}, {""name"": ""EchoLight Studios"", ""id"": 39281}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",22/11/2013,0,100,The Christmas Candle,5.8,8
70000,"[{""id"": 10749, ""name"": ""Romance""}, {""id"": 18, ""name"": ""Drama""}]",http://www.freeheld.movie/,306745,"[{""id"": 586, ""name"": ""new jersey""}, {""id"": 6090, ""name"": ""equality""}, {""id"": 9833, ""name"": ""lesbian relationship""}, {""id"": 10163, ""name"": ""cancer""}]",New Jersey car mechanic Stacie Andree and her police detective girlfriend Laurel Hester both battle to secure Hester's pension benefits after she was diagnosed with a terminal illness.,8.184588,"[{""name"": ""Double Feature Films"", ""id"": 215}, {""name"": ""Endgame Entertainment"", ""id"": 1205}, {""name"": ""High Frequency Entertainment"", ""id"": 52053}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",02/10/2015,573335,103,Freeheld,7.1,164
60000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",http://www.theboondocksaints.com,8374,"[{""id"": 1679, ""name"": ""arbitrary law""}, {""id"": 1680, ""name"": ""boston""}, {""id"": 7375, ""name"": ""twin brother""}, {""id"": 8045, ""name"": ""russian mafia""}, {""id"": 11005, ""name"": ""prologue""}, {""id"": 11018, ""name"": ""irish""}, {""id"": 15321, ""name"": ""police station""}, {""id"": 159633, ""name"": ""pager""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]","With a God-inspired moral obligation to act against evil, twin brothers Conner and Murphy set out to rid Boston of criminals. However, rather than working within the system, these Irish Americans decide to take swift retribution into their own hands.",34.917447,"[{""name"": ""Franchise Pictures"", ""id"": 1403}, {""name"": ""Brood Syndicate"", ""id"": 11342}, {""name"": ""B.D.S. Productions Inc."", ""id"": 20088}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",22/01/1999,30471,108,The Boondock Saints,7.2,837
70000,"[{""id"": 27, ""name"": ""Horror""}, {""id"": 53, ""name"": ""Thriller""}]",http://www.twixtmovie.com/,78381,"[{""id"": 798, ""name"": ""sheriff""}, {""id"": 3133, ""name"": ""vampire""}, {""id"": 6783, ""name"": ""orphanage""}, {""id"": 13028, ""name"": ""writer""}, {""id"": 157132, ""name"": ""edgar allen poe""}, {""id"": 162846, ""name"": ""ghost""}, {""id"": 207046, ""name"": ""murder mystery""}]","A writer with a declining career arrives in a small town as part of his book tour and gets caught up in a murder mystery involving a young girl. That night in a dream, he is approached by a mysterious young ghost named V. He's unsure of her connection to the murder in the town, but is grateful for the story being handed to him. Ultimately he is led to the truth of the story, surprised to find that the ending has more to do with his own life than he could ever have anticipated.",5.060656,"[{""name"": ""American Zoetrope"", ""id"": 70}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",10/09/2011,0,84,Twixt,5,85
40000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 28, ""name"": ""Action""}, {""id"": 80, ""name"": ""Crime""}]",http://www.tropadeeliteofilme.com.br/,7347,"[{""id"": 100, ""name"": ""slum""}, {""id"": 796, ""name"": ""police brutality""}, {""id"": 983, ""name"": ""brazilian""}, {""id"": 1601, ""name"": ""war on drugs""}, {""id"": 1809, ""name"": ""rio de janeiro""}, {""id"": 2149, ""name"": ""drug traffic""}, {""id"": 2231, ""name"": ""drug dealer""}, {""id"": 7097, ""name"": ""torture by the police""}, {""id"": 15218, ""name"": ""special forces""}, {""id"": 163081, ""name"": ""law enforcement""}]","In 1997, before the visit of the pope to Rio de Janeiro, Captain Nascimento from BOPE (Special Police Operations Battalion) is assigned to eliminate the risks of the drug dealers in a dangerous slum nearby where the pope intends to be lodged.",23.604936,"[{""name"": ""The Weinstein Company"", ""id"": 308}, {""name"": ""Zazen Produ\u00e7\u00f5es"", ""id"": 2427}, {""name"": ""Est\u00fadios Mega"", ""id"": 2430}, {""name"": ""Quanta Centro de Produ\u00e7\u00f5es Cinematogr\u00e1ficas"", ""id"": 2432}, {""name"": ""Costa Films"", ""id"": 10187}, {""name"": ""Posto 9"", ""id"": 47043}, {""name"": ""Feij\u00e3o Filmes"", ""id"": 47044}, {""name"": ""Universal Pictures do Brasil"", ""id"": 47046}]","[{""iso_3166_1"": ""BR"", ""name"": ""Brazil""}]",12/10/2007,0,115,Elite Squad,7.8,504
65000,"[{""id"": 27, ""name"": ""Horror""}]",http://annabellemovie.com/,250546,"[{""id"": 9675, ""name"": ""prequel""}, {""id"": 9707, ""name"": ""evil doll""}, {""id"": 10603, ""name"": ""killer doll""}, {""id"": 15285, ""name"": ""spin off""}, {""id"": 33630, ""name"": ""doll""}, {""id"": 161261, ""name"": ""demonic possession""}, {""id"": 180691, ""name"": ""killer toys""}, {""id"": 187065, ""name"": ""toy comes to life""}]","John Form has found the perfect gift for his expectant wife, Mia - a beautiful, rare vintage doll in a pure white wedding dress. But Mia's delight with Annabelle doesn't last long. On one horrific night, their home is invaded by members of a satanic cult, who violently attack the couple. Spilled blood and terror are not all they leave behind. The cultists have conjured an entity so malevolent that nothing they did will compare to the sinister conduit to the damned that is now... Annabelle.",60.225219,"[{""name"": ""New Line Cinema"", ""id"": 12}, {""name"": ""The Safran Company"", ""id"": 11565}, {""name"": ""Evergreen Media Group"", ""id"": 31375}, {""name"": ""RatPac-Dune Entertainment"", ""id"": 41624}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",02/10/2014,255273813,99,Annabelle,5.6,1517
65000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}]",http://www.themessengermovie.com/,28089,"[{""id"": 10183, ""name"": ""independent film""}, {""id"": 10814, ""name"": ""wounded""}, {""id"": 13065, ""name"": ""soldier""}, {""id"": 15087, ""name"": ""iraq war""}]","Will Montgomery (Ben Foster), a U.S. Army Staff Sergeant who has returned home from Iraq, is assigned to the Army’s Casualty Notification service. Montgomery is partnered with Captain Tony Stone (Woody Harrelson), to give notice to the families of fallen soldiers. The Sergeant is drawn to Olivia Pitterson (Samantha Morton), to whom he has delivered news of her husband’s death.",8.432401,"[{""name"": ""Oscilloscope Laboratories"", ""id"": 4748}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",13/11/2009,1521261,113,The Messenger,7.1,119
64000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 878, ""name"": ""Science Fiction""}]",http://www.mgm.com/#/our-titles/1970/The-Terminator/,218,"[{""id"": 83, ""name"": ""saving the world""}, {""id"": 310, ""name"": ""artificial intelligence""}, {""id"": 526, ""name"": ""rebel""}, {""id"": 679, ""name"": ""cyborg""}, {""id"": 1366, ""name"": ""shotgun""}, {""id"": 1373, ""name"": ""killer robot""}, {""id"": 1381, ""name"": ""sun glasses""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 15483, ""name"": ""car chase""}, {""id"": 18069, ""name"": ""laser gun""}, {""id"": 33556, ""name"": ""urban setting""}, {""id"": 162484, ""name"": ""future war""}]","In the post-apocalyptic future, reigning tyrannical supercomputers teleport a cyborg assassin known as the ""Terminator"" back to 1984 to kill Sarah Connor, whose unborn son is destined to lead insurgents against 21st century mechanical hegemony. Meanwhile, the human-resistance movement dispatches a lone warrior to safeguard Sarah. Can he stop the virtually indestructible killing machine?",74.234793,"[{""name"": ""Orion Pictures"", ""id"": 41}, {""name"": ""Pacific Western"", ""id"": 1280}, {""name"": ""Hemdale Film"", ""id"": 3952}, {""name"": ""Cinema 84"", ""id"": 4764}, {""name"": ""Euro Film Funding"", ""id"": 7745}]","[{""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",26/10/1984,78371200,108,The Terminator,7.3,4128
48000,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",http://www.good-bye-lenin.de/index2.php,338,"[{""id"": 211, ""name"": ""bureaucracy""}, {""id"": 292, ""name"": ""berlin wall""}, {""id"": 318, ""name"": ""police state""}, {""id"": 732, ""name"": ""coma""}, {""id"": 936, ""name"": ""loss of mother""}, {""id"": 1157, ""name"": ""wife husband relationship""}, {""id"": 1627, ""name"": ""patriotism""}, {""id"": 1772, ""name"": ""german democratic republic""}, {""id"": 1773, ""name"": ""socialism""}, {""id"": 1774, ""name"": ""news broadcast""}, {""id"": 1872, ""name"": ""loss of father""}, {""id"": 3461, ""name"": ""lenin""}, {""id"": 9457, ""name"": ""single""}, {""id"": 13091, ""name"": ""\u00a0""}, {""id"": 229388, ""name"": ""filmes contra o comunismo""}]",An affectionate and refreshing East/West-Germany comedy about a boy who’s mother was in a coma while the Berlin wall fell and when she wakes up he must try to keep her from learning what happen (since she was an avid communist supporter) to avoid shocking her which could lead to another heart attack.,11.086001,"[{""name"": ""WDR"", ""id"": 46}, {""name"": ""Arte"", ""id"": 201}, {""name"": ""X-Filme Creative Pool"", ""id"": 1972}]","[{""iso_3166_1"": ""DE"", ""name"": ""Germany""}]",09/02/2003,79384880,121,"Good bye, Lenin!",7.4,586
60000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 80, ""name"": ""Crime""}, {""id"": 53, ""name"": ""Thriller""}]",http://www.mgm.com/#/our-titles/2083/The-Usual-Suspects,629,"[{""id"": 3703, ""name"": ""law""}, {""id"": 5493, ""name"": ""relatives""}, {""id"": 14604, ""name"": ""theft""}, {""id"": 15009, ""name"": ""criminal""}, {""id"": 18023, ""name"": ""criminal mastermind""}, {""id"": 18024, ""name"": ""hungarian""}, {""id"": 18027, ""name"": ""sibling""}]","Held in an L.A. interrogation room, Verbal Kint attempts to convince the feds that a mythic crime lord, Keyser Soze, not only exists, but was also responsible for drawing him and his four partners into a multi-million dollar heist that ended with an explosion in San Pedro harbor – leaving few survivors. Verbal lures his interrogators with an incredible story of the crime lord's almost supernatural prowess.",64.025031,"[{""name"": ""Blue Parrot Productions"", ""id"": 361}, {""name"": ""Bad Hat Harry Productions"", ""id"": 9168}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",19/07/1995,23341568,106,The Usual Suspects,8.1,3254
60000,"[{""id"": 878, ""name"": ""Science Fiction""}, {""id"": 28, ""name"": ""Action""}]",http://www.theofficialjohncarpenter.com/escape-from-new-york/,1103,"[{""id"": 444, ""name"": ""taxi""}, {""id"": 542, ""name"": ""street gang""}, {""id"": 840, ""name"": ""usa president""}, {""id"": 1543, ""name"": ""war veteran""}, {""id"": 1562, ""name"": ""hostage""}, {""id"": 1930, ""name"": ""kidnapping""}, {""id"": 2019, ""name"": ""liberation of prisoners""}, {""id"": 2095, ""name"": ""anti hero""}, {""id"": 3149, ""name"": ""gangster boss""}, {""id"": 4565, ""name"": ""dystopia""}, {""id"": 4668, ""name"": ""police operation""}, {""id"": 5034, ""name"": ""attempt to escape""}, {""id"": 12190, ""name"": ""cyberpunk""}, {""id"": 217083, ""name"": ""reluctant hero""}]","In 1997, the island of Manhattan has been walled off and turned into a giant maximum security prison within which the country's worst criminals are left to form their own anarchic society. However, when the President of the United States crash lands on the island, the authorities turn to a former soldier and current convict, Snake Plissken, to rescue him.",24.351305,"[{""name"": ""AVCO Embassy Pictures"", ""id"": 494}, {""name"": ""Goldcrest Films International"", ""id"": 500}, {""name"": ""International Film Investors"", ""id"": 502}, {""name"": ""City Film"", ""id"": 664}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",22/05/1981,50244700,99,Escape from New York,6.9,703
60000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}]",http://www.thewordsmovie.com/,83686,"[{""id"": 180404, ""name"": ""plagiarized book""}, {""id"": 180405, ""name"": ""stolen novel""}, {""id"": 180412, ""name"": ""plagiarized novel""}, {""id"": 180413, ""name"": ""aspiring writer""}]","The Words follows young writer Rory Jansen who finally achieves long sought after literary success after publishing the next great American novel. There's only one catch - he didn't write it. As the past comes back to haunt him and his literary star continues to rise, Jansen is forced to confront the steep price that must be paid for stealing another man's work, and for placing ambition and success above life's most fundamental three words.",14.988746,"[{""name"": ""CBS Films"", ""id"": 5490}, {""name"": ""Also Known As Pictures"", ""id"": 12545}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",07/09/2012,13231461,96,The Words,6.4,379
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 37, ""name"": ""Western""}]",http://www.casademipadremovie.com/,80304,"[{""id"": 534, ""name"": ""mexico""}, {""id"": 10291, ""name"": ""organized crime""}, {""id"": 18026, ""name"": ""drug lord""}, {""id"": 41612, ""name"": ""padre""}, {""id"": 179430, ""name"": ""aftercreditsstinger""}, {""id"": 179431, ""name"": ""duringcreditsstinger""}]","Scheming of a way to save their father's ranch, the Alvarez brothers find themselves in a war with Mexico's most feared drug lord.",5.754416,"[{""name"": ""NALA Films"", ""id"": 2088}, {""name"": ""Gary Sanchez Productions"", ""id"": 4740}, {""name"": ""Lions Gate"", ""id"": 6644}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",15/03/2012,0,84,Casa De Mi Padre,5.5,103
60000,"[{""id"": 28, ""name"": ""Action""}, {""id"": 35, ""name"": ""Comedy""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 80, ""name"": ""Crime""}]",http://www.sonyclassics.com/theguard,67913,"[{""id"": 549, ""name"": ""prostitute""}, {""id"": 1936, ""name"": ""blackmail""}, {""id"": 3391, ""name"": ""drug smuggle""}, {""id"": 15202, ""name"": ""rural ireland""}, {""id"": 15203, ""name"": ""dry humour""}]","Two policemen must join forces to take on an international drug- smuggling gang - one, an unorthodox Irish policeman and the other, a straitlaced FBI agent. Sergeant Gerry Boyle is an eccentric small-town cop with a confrontational and crass personality and a subversive sense of humor. A longtime policeman in County Galway, Boyle is a maverick with his own moral code. He has seen enough of the world to know there isn't much to it and has had plenty of time to think about it. When a fellow police officer disappears and Boyle's small town becomes key to a large drug trafficking investigation, he is forced to at least feign interest when dealing with the humorless FBI agent Wendell Everett assigned to the case.",19.411141,"[{""name"": ""UK Film Council"", ""id"": 2452}, {""name"": ""Crescendo Productions"", ""id"": 3314}, {""name"": ""Element Pictures"", ""id"": 3353}, {""name"": ""Irish Film Board"", ""id"": 5267}, {""name"": ""Prescience"", ""id"": 6901}, {""name"": ""Reprisal Films"", ""id"": 7308}, {""name"": ""Aegis Film Fund"", ""id"": 7309}]","[{""iso_3166_1"": ""IE"", ""name"": ""Ireland""}]",07/07/2011,19560274,96,The Guard,6.8,372
0,"[{""id"": 9648, ""name"": ""Mystery""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 53, ""name"": ""Thriller""}, {""id"": 27, ""name"": ""Horror""}]",http://www.goddessoflovemovie.com/,347764,[],Enter into a baroque vortex of madness when an emotionally unstable woman is shattered after tremendous heartbreak. Brian was the love of Venus’ life and the thought of him having an affair with another woman begins her volatile descent into the dark side of psychosexual insanity.,1.273773,"[{""name"": ""Dalia Films"", ""id"": 72861}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",31/08/2015,0,96,Goddess of Love,6.2,9
60000,"[{""id"": 18, ""name"": ""Drama""}]",http://the5thquartermovie.com/,59728,"[{""id"": 579, ""name"": ""american football""}, {""id"": 963, ""name"": ""loss of brother""}, {""id"": 3739, ""name"": ""funeral""}, {""id"": 6075, ""name"": ""sport""}, {""id"": 6157, ""name"": ""prayer""}, {""id"": 6269, ""name"": ""gymnasium""}, {""id"": 8338, ""name"": ""coach""}, {""id"": 9672, ""name"": ""based on true story""}, {""id"": 9791, ""name"": ""number in title""}, {""id"": 10235, ""name"": ""family relationships""}, {""id"": 155236, ""name"": ""auto accident""}]","In the wake of a car crash that killed his brother, football player Jon Abbate leads his school's struggling team to its most successful season ever.",0.215464,"[{""name"": ""McCreary Entertainment"", ""id"": 79538}, {""name"": ""Angel City Pictures"", ""id"": 79539}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",25/03/2011,399611,97,The 5th Quarter,4.7,12
60000,"[{""id"": 18, ""name"": ""Drama""}]",http://songonemovie.tumblr.com/,244783,"[{""id"": 187056, ""name"": ""woman director""}]","Estranged from her family, Franny returns home when an accident leaves her brother comatose. Retracing his life as an aspiring musician, she tracks down his favorite musician, James Forester. Against the backdrop of Brooklyn’s music scene, Franny and James develop an unexpected relationship and face the realities of their lives.",6.349218,"[{""name"": ""Worldview Entertainment"", ""id"": 9015}]","[{""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",20/01/2014,32251,86,Song One,5.5,87
40000,"[{""id"": 18, ""name"": ""Drama""}, {""id"": 36, ""name"": ""History""}, {""id"": 10752, ""name"": ""War""}]",http://www.sonyclassics.com/winterinwartime/,16564,"[{""id"": 1199, ""name"": ""netherlands""}, {""id"": 1956, ""name"": ""world war ii""}]","During World War II in the freezing Netherlands winter of 1944/1945 the western Netherlands are in the grip of a famine.  Many people move east to provide for their families. Fourteen year old Michiel can't wait to join the Dutch resistance, to the dismay of his father, who, as mayor, works to prevent escalations in the village.",5.013575,"[{""name"": ""Max TV"", ""id"": 11301}, {""name"": ""Prime Time"", ""id"": 11931}, {""name"": ""Isabella Films B.V."", ""id"": 12045}, {""name"": ""Fu Works"", ""id"": 12046}, {""name"": ""Isabella Films"", ""id"": 12047}]","[{""iso_3166_1"": ""NL"", ""name"": ""Netherlands""}, {""iso_3166_1"": ""BE"", ""name"": ""Belgium""}]",17/11/2008,530048,103,Winter in Wartime,6.8,66
35001,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 18, ""name"": ""Drama""}, {""id"": 10749, ""name"": ""Romance""}]",http://www2.foxsearchlight.com/benditlikebeckham/,455,"[{""id"": 212, ""name"": ""london england""}, {""id"": 941, ""name"": ""tradition""}, {""id"": 958, ""name"": ""indian lead""}, {""id"": 1463, ""name"": ""culture clash""}, {""id"": 1900, ""name"": ""immigration""}, {""id"": 2273, ""name"": ""role of women""}, {""id"": 2274, ""name"": ""sikh""}, {""id"": 2278, ""name"": ""women's soccer""}, {""id"": 13042, ""name"": ""soccer""}, {""id"": 18035, ""name"": ""family""}, {""id"": 187056, ""name"": ""woman director""}]","Jess Bhamra, the daughter of a strict Indian couple in London, is not permitted to play organized soccer, even though she is 18. When Jess is playing for fun one day, her impressive skills are seen by Jules Paxton, who then convinces Jess to play for her semi-pro team. Jess uses elaborate excuses to hide her matches from her family while also dealing with her romantic feelings for her coach, Joe.",22.054546,"[{""name"": ""Fox Searchlight Pictures"", ""id"": 43}, {""name"": ""Kintop Pictures"", ""id"": 1490}, {""name"": ""Filmf\u00f6rderung Hamburg"", ""id"": 2406}, {""name"": ""UK Film Council"", ""id"": 2452}]","[{""iso_3166_1"": ""IN"", ""name"": ""India""}, {""iso_3166_1"": ""DE"", ""name"": ""Germany""}, {""iso_3166_1"": ""GB"", ""name"": ""United Kingdom""}, {""iso_3166_1"": ""US"", ""name"": ""United States of America""}]",11/04/2002,76578641,112,Bend It Like Beckham,6.2,578
56000,"[{""id"": 53, ""name"": ""Thriller""}, {""id"": 27, ""name"": ""Horror""}]",http://www.rec2themovie.com/,10664,"[{""id"": 3684, ""name"": ""religion and supernatural""}, {""id"": 4035, ""name"": ""blood sample""}, {""id"": 156174, ""name"": ""occult""}, {""id"": 156788, ""name"": ""swat team""}, {""id"": 159287, ""name"": ""gas mask""}, {""id"": 160194, ""name"": ""night vision""}, {""id"": 160195, ""name"": ""freezer""}, {""id"": 163053, ""name"": ""found footage""}]","The action continues from [REC], with the medical officer and a SWAT team outfitted with video cameras are sent into the sealed off apartment to control the situation.",22.341462,"[{""name"": ""Filmax"", ""id"": 3631}]","[{""iso_3166_1"": ""ES"", ""name"": ""Spain""}]",15/09/2009,18469680,85,[REC]²,6.4,489
0,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10402, ""name"": ""Music""}, {""id"": 10751, ""name"": ""Family""}]",http://standingovationmovie.com,55567,[],A group of young girls is competing in a nation teen music video competition.,0.305922,[],[],16/07/2010,531826,105,Standing Ovation,3.9,6
43618,"[{""id"": 35, ""name"": ""Comedy""}, {""id"": 10749, ""name"": ""Romance""}]",http://mamboitaliano.ca/,321,"[{""id"": 237, ""name"": ""gay""}, {""id"": 494, ""name"": ""father son relationship""}, {""id"": 572, ""name"": ""sex""}, {""id"": 700, ""name"": ""italo-american""}, {""id"": 725, ""name"": ""lovesickness""}, {""id"": 924, ""name"": ""italian""}, {""id"": 1329, ""name"": ""canada""}, {""id"": 1605, ""name"": ""new love""}, {""id"": 1862, ""name"": ""coming out""}, {""id"": 2554, ""name"": ""macho""}, {""id"": 10181, ""name"": ""based on play""}, {""id"": 10198, ""name"": ""gay relationship""}, {""id"": 18035, ""name"": ""family""}, {""id"": 156195, ""name"": ""family feud""}, {""id"": 158718, ""name"": ""lgbt""}, {""id"": 192519, ""name"": ""emigrant""}]","A sweet comic film about an Italian man who comes out of the closet and the affect it has on his life and his crazy family. A family movie about the stereotypes of homosexuals and Italians – called by critics ""the gay"" My Big Fat Greek Wedding.",2.080741,"[{""name"": ""icon"", ""id"": 4096}]","[{""iso_3166_1"": ""CA"", ""name"": ""Canada""}]",06/06/2003,3031801,92,Mambo Italiano,5.6,28
